Table	Head	Target	Result	Convers
0	2	35	35.1876	1
0	3	2.8	3.7842	1
0	3	4	4.527601	1
0	3	5	5.341001	1
0	3	8	8.142402	1
0	3	11	11.4114	1
0	3	15	15.2852	1
0	3	20	20.4162	1
0	3	25	25.564	1
0	3	30	30.7328	1
0	3	35	35.8442	1
0	4	2.8	3.567201	1
0	4	4	4.529001	1
0	4	5	5.4894	1
0	4	8	8.295001	1
0	4	11	11.487	1
0	4	15	15.4168	1
0	4	20	20.5226	1
0	4	25	25.7012	1
0	4	30	30.772	1
0	4	35	35.966	1
0	5	2.8	3.948	1
0	5	4	4.685801	1
0	5	5	5.7512	1
0	5	8	8.4196	1
0	5	11	11.7432	1
0	5	15	15.2908	1
0	5	20	20.2188	1
0	5	25	25.3904	1
0	5	30	30.3814	1
0	5	35	35.7728	1
0	6	2.8	3.631601	1
0	6	4	4.515001	1
0	6	5	5.317201	1
0	6	8	8.230601	1
0	6	11	11.1762	1
0	6	15	15.232	1
0	6	20	20.2272	1
0	6	25	25.389	1
0	6	30	30.23581	1
0	6	35	35.5222	1
0	7	2.8	2.905	1
0	7	4	4.298	1
0	7	5	5.119802	1
0	7	8	8.148	1
0	7	11	11.1678	1
0	7	15	15.1102	1
0	7	20	20.3602	1
0	7	25	25.2994	1
0	7	30	30.3716	1
0	7	35	35.59361	1
1	0	2.8	3.491601	1
1	0	4	4.394601	1
1	0	5	5.060999	1
1	0	8	8.020599	1
1	0	11	11.032	1
1	0	15	15.0346	1
1	0	20	20.076	1
1	0	25	25.1132	1
1	0	30	30.1994	1
1	0	35	35.434	1
1	1	2.8	3.351601	1
1	1	4	4.386201	1
1	1	5	5.184201	1
1	1	8	8.129801	1
1	1	11	11.1412	1
1	1	15	15.1396	1
1	1	20	20.2958	1
1	1	25	25.2966	1
1	1	30	30.352	1
1	1	35	35.46621	1
1	2	2.8	3.364201	1
1	2	4	4.2196	1
1	2	5	5.237401	1
1	2	8	8.0906	1
1	2	11	10.9424	1
1	2	15	15.176	1
1	2	20	20.1026	1
1	2	25	25.2504	1
1	2	30	30.3968	1
1	2	35	35.6062	1
1	3	2.8	3.3558	1
1	3	4	4.337201	1
1	3	5	5.058199	1
1	3	8	8.310401	1
1	3	11	11.2938	1
1	3	15	15.2264	1
1	3	20	20.2398	1
1	3	25	25.4282	1
1	3	30	30.3184	1
1	3	35	35.707	1
1	4	2.8	3.2984	1
1	4	4	4.411401	1
1	4	5	5.178601	1
1	4	8	8.1046	1
1	4	11	11.2224	1
1	4	15	15.0192	1
1	4	20	20.2636	1
1	4	25	25.494	1
1	4	30	30.4374	1
1	4	35	35.9072	1
1	5	2.8	3.465001	1
1	5	4	4.4898	1
1	5	5	5.255601	1
1	5	8	8.1984	1
1	5	11	11.095	1
1	5	15	15.1956	1
1	5	20	20.23	1
1	5	25	25.1356	1
1	5	30	30.443	1
1	5	35	35.58801	1
1	6	2.8	3.5014	1
1	6	4	4.335801	1
1	6	5	5.039999	1
1	6	8	8.059801	1
1	6	11	11.1244	1
1	6	15	15.1298	1
1	6	20	20.0732	1
1	6	25	25.2742	1
1	6	30	30.2638	1
1	6	35	35.46341	1
1	7	2.8	3.522401	1
1	7	4	4.424001	1
1	7	5	5.187001	1
1	7	8	8.169001	1
1	7	11	11.0698	1
1	7	15	15.1578	1
1	7	20	20.3084	1
1	7	25	25.2784	1
1	7	30	30.2148	1
1	7	35	35.5012	1
0	0	2.8	4.2364	1
0	0	4	4.9812	1
0	0	5	6.011599	1
0	0	8	8.523202	1
0	0	11	11.3106	1
0	0	15	15.372	1
0	0	20	20.7438	1
0	0	25	25.4086	1
0	0	30	30.5242	1
0	0	35	35.59781	1
0	1	2.8	3.507	1
0	1	4	4.344201	1
0	1	5	5.156201	1
0	1	8	8.138201	1
0	1	11	11.1874	1
0	1	15	15.1102	1
0	1	20	20.1306	1
0	1	25	25.298	1
0	1	30	30.4906	1
0	1	35	35.54741	1
0	2	2.8	2.4416	1
0	2	4	3.8556	1
0	2	5	4.8832	1
0	2	8	7.806399	1
0	2	11	10.9494	1
0	2	15	14.8344	1
0	2	20	19.8534	1
0	2	25	25.1692	1
0	2	30	30.2176	1
0	2	35	35.231	1
0	3	2.8	3.613401	1
0	3	4	4.529001	1
0	3	5	5.4502	1
0	3	8	8.1844	1
0	3	11	11.3484	1
0	3	15	15.2614	1
0	3	20	20.4176	1
0	3	25	25.4422	1
0	3	30	30.716	1
0	3	35	35.8344	1
0	4	2.8	3.544801	1
0	4	4	4.6228	1
0	4	5	5.4194	1
0	4	8	8.402801	1
0	4	11	11.4058	1
0	4	15	15.568	1
0	4	20	20.489	1
0	4	25	25.5766	1
0	4	30	30.8014	1
0	4	35	35.7826	1
0	5	2.8	3.8486	1
0	5	4	4.519201	1
0	5	5	5.674201	1
0	5	8	8.397201	1
0	5	11	11.7572	1
0	5	15	15.2768	1
0	5	20	20.3602	1
0	5	25	25.2826	1
0	5	30	30.6138	1
0	5	35	35.56561	1
0	6	2.8	3.445401	1
0	6	4	4.436601	1
0	6	5	5.327001	1
0	6	8	8.164802	1
0	6	11	11.123	1
0	6	15	15.2096	1
0	6	20	20.2888	1
0	6	25	25.3162	1
0	6	30	30.31	1
0	6	35	35.2842	1
0	7	2.8	3.22	1
0	7	4	4.2826	1
0	7	5	5.0022	1
0	7	8	8.1676	1
0	7	11	11.1734	1
0	7	15	15.1592	1
0	7	20	20.2818	1
0	7	25	25.466	1
0	7	30	30.5228	1
0	7	35	35.7238	1
1	0	2.8	3.490201	1
1	0	4	4.2574	1
1	0	5	5.037199	1
1	0	8	8.064001	1
1	0	11	11.0026	1
1	0	15	15.0724	1
1	0	20	20.0648	1
1	0	25	24.9718	1
1	0	30	30.1266	1
1	0	35	35.4858	1
1	1	2.8	3.459401	1
1	1	4	4.453401	1
1	1	5	5.251401	1
1	1	8	8.009399	1
1	1	11	11.0544	1
1	1	15	15.2418	1
1	1	20	20.2412	1
1	1	25	25.2308	1
1	1	30	30.4486	1
1	1	35	35.51521	1
1	2	2.8	3.623201	1
1	2	4	4.184599	1
1	2	5	5.327001	1
1	2	8	8.129801	1
1	2	11	11.214	1
1	2	15	15.2292	1
1	2	20	20.0396	1
1	2	25	25.1622	1
1	2	30	30.2484	1
1	2	35	35.51521	1
1	3	2.8	3.3166	1
1	3	4	4.365201	1
1	3	5	5.142201	1
1	3	8	8.2222	1
1	3	11	11.2532	1
1	3	15	15.0472	1
1	3	20	20.0704	1
1	3	25	25.1244	1
1	3	30	30.5382	1
1	3	35	35.5362	1
1	4	2.8	3.318001	1
1	4	4	4.426801	1
1	4	5	5.163201	1
1	4	8	7.995399	1
1	4	11	11.0306	1
1	4	15	15.0864	1
1	4	20	20.3028	1
1	4	25	25.3064	1
1	4	30	30.3604	1
1	4	35	35.3864	1
1	5	2.8	3.3516	1
1	5	4	4.321801	1
1	5	5	5.299001	1
1	5	8	8.197001	1
1	5	11	11.1482	1
1	5	15	15.2306	1
1	5	20	19.5734	1
1	5	25	25.1244	1
1	5	30	30.4486	1
1	5	35	35.58521	1
1	6	2.8	3.5042	1
1	6	4	4.387601	1
1	6	5	5.0666	1
1	6	8	7.9646	1
1	6	11	11.081	1
1	6	15	15.1256	1
1	6	20	20.1278	1
1	6	25	25.1594	1
1	6	30	30.2918	1
1	6	35	35.3598	1
1	7	2.8	3.4496	1
1	7	4	4.405801	1
1	7	5	5.223401	1
1	7	8	8.2362	1
1	7	11	11.2602	1
1	7	15	15.0934	1
1	7	20	20.216	1
1	7	25	25.4352	1
1	7	30	30.2638	1
1	7	35	35.686	1
0	0	2.8	4.083799	1
0	0	4	4.506601	1
0	0	5	5.542601	1
0	0	8	8.324401	1
0	0	11	11.0824	1
0	0	15	15.0094	1
0	0	20	20.3924	1
0	0	25	25.2406	1
0	0	30	30.401	1
0	0	35	35.42979	1
0	1	2.8	3.578401	1
0	1	4	4.352601	1
0	1	5	5.167401	1
0	1	8	8.128401	1
0	1	11	11.0768	1
0	1	15	15.1116	1
0	1	20	19.9612	1
0	1	25	24.913	1
0	1	30	30.058	1
0	1	35	35.1848	1
0	2	2.8	2.4206	1
0	2	4	3.8962	1
0	2	5	4.930799	1
0	2	8	7.8876	1
0	2	11	10.8206	1
0	2	15	14.8064	1
0	2	20	19.7988	1
0	2	25	25.0824	1
0	2	30	30.2708	1
0	2	35	35.0616	1
0	3	2.8	3.7072	1
0	3	4	4.572401	1
0	3	5	5.348001	1
0	3	8	8.141002	1
0	3	11	11.3246	1
0	3	15	15.3104	1
0	3	20	20.2034	1
0	3	25	25.487	1
0	3	30	30.6264	1
0	3	35	35.8204	1
0	4	2.8	3.577001	1
0	4	4	4.487001	1
0	4	5	5.4292	1
0	4	8	8.271201	1
0	4	11	11.4156	1
0	4	15	15.5148	1
0	4	20	20.538	1
0	4	25	25.8132	1
0	4	30	30.8616	1
0	4	35	35.8428	1
0	5	2.8	3.9214	1
0	5	4	4.6214	1
0	5	5	5.691	1
0	5	8	8.276801	1
0	5	11	11.6466	1
0	5	15	15.3188	1
0	5	20	20.447	1
0	5	25	25.2742	1
0	5	30	30.5046	1
0	5	35	35.7616	1
0	6	2.8	3.469201	1
0	6	4	4.505201	1
0	6	5	5.293401	1
0	6	8	8.300601	1
0	6	11	11.151	1
0	6	15	15.19	1
0	6	20	20.153	1
0	6	25	25.4618	1
0	6	30	30.2792	1
0	6	35	35.5628	1
0	7	2.8	3.357201	1
0	7	4	4.2784	1
0	7	5	5.255601	1
0	7	8	8.076601	1
0	7	11	11.0936	1
0	7	15	15.1634	1
0	7	20	20.1544	1
0	7	25	25.3302	1
0	7	30	30.4738	1
0	7	35	35.7112	1
1	0	2.8	3.535	1
1	0	4	4.2322	1
1	0	5	5.133801	1
1	0	8	7.9436	1
1	0	11	10.9032	1
1	0	15	14.9618	1
1	0	20	20.104	1
1	0	25	25.193	1
1	0	30	30.1056	1
1	0	35	35.6692	1
1	1	2.8	3.554601	1
1	1	4	4.460401	1
1	1	5	5.181401	1
1	1	8	8.127002	1
1	1	11	11.0824	1
1	1	15	15.1774	1
1	1	20	20.2538	1
1	1	25	25.3204	1
1	1	30	30.4584	1
1	1	35	35.46761	1
1	2	2.8	3.327801	1
1	2	4	4.2574	1
1	2	5	5.3984	1
1	2	8	8.224999	1
1	2	11	11.1104	1
1	2	15	14.966	1
1	2	20	20.4428	1
1	2	25	25.2308	1
1	2	30	30.4934	1
1	2	35	35.3906	1
1	3	2.8	3.2396	1
1	3	4	4.401601	1
1	3	5	5.152001	1
1	3	8	8.1522	1
1	3	11	11.1874	1
1	3	15	15.1158	1
1	3	20	20.3014	1
1	3	25	25.4422	1
1	3	30	30.5382	1
1	3	35	35.5978	1
1	4	2.8	3.361401	1
1	4	4	4.3008	1
1	4	5	5.177201	1
1	4	8	8.038799	1
1	4	11	11.144	1
1	4	15	14.952	1
1	4	20	20.167	1
1	4	25	25.4226	1
1	4	30	30.3464	1
1	4	35	35.6244	1
1	5	2.8	3.361401	1
1	5	4	4.387601	1
1	5	5	5.322801	1
1	5	8	8.149401	1
1	5	11	11.1118	1
1	5	15	15.26	1
1	5	20	20.2846	1
1	5	25	25.2266	1
1	5	30	30.5144	1
1	5	35	35.4564	1
1	6	2.8	3.378201	1
1	6	4	4.342801	1
1	6	5	5.143601	1
1	6	8	8.072401	1
1	6	11	11.1104	1
1	6	15	15.1382	1
1	6	20	20.209	1
1	6	25	25.3176	1
1	6	30	30.317	1
1	6	35	35.4102	1
1	7	2.8	3.521001	1
1	7	4	4.585	1
1	7	5	5.159001	1
1	7	8	8.187201	1
1	7	11	11.1846	1
1	7	15	15.2124	1
1	7	20	20.3364	1
1	7	25	25.3568	1
1	7	30	30.2456	1
1	7	35	35.4592	1
0	0	2.8	4.0166	1
0	0	4	4.606	1
0	0	5	5.5706	1
0	0	8	8.524602	1
0	0	11	11.3288	1
0	0	15	15.3076	1
0	0	20	20.6402	1
0	0	25	25.4464	1
0	0	30	30.4612	1
0	0	35	35.8064	1
0	1	2.8	3.589601	1
0	1	4	4.443601	1
0	1	5	5.195401	1
0	1	8	8.219399	1
0	1	11	11.0138	1
0	1	15	15.1256	1
0	1	20	19.8688	1
0	1	25	25.0446	1
0	1	30	30.044	1
0	1	35	35.3864	1
0	2	2.8	2.3366	1
0	2	4	3.787	1
0	2	5	4.936399	1
0	2	8	7.835799	1
0	2	11	10.8864	1
0	2	15	14.8722	1
0	2	20	19.9612	1
0	2	25	25.1216	1
0	2	30	30.1392	1
0	2	35	35.7266	1
0	3	2.8	3.690401	1
0	3	4	4.4968	1
0	3	5	5.304601	1
0	3	8	8.156402	1
0	3	11	11.2714	1
0	3	15	15.2474	1
0	3	20	20.4498	1
0	3	25	25.5374	1
0	3	30	30.4696	1
0	3	35	35.7476	1
0	4	2.8	3.553201	1
0	4	4	4.503801	1
0	4	5	5.3676	1
0	4	8	8.325801	1
0	4	11	11.5346	1
0	4	15	15.5148	1
0	4	20	20.7158	1
0	4	25	25.844	1
0	4	30	30.9218	1
0	4	35	35.8778	1
0	5	2.8	3.836	1
0	5	4	4.1062	1
0	5	5	5.621	1
0	5	8	8.565202	1
0	5	11	11.6564	1
0	5	15	14.9814	1
0	5	20	20.3028	1
0	5	25	25.4478	1
0	5	30	30.4836	1
0	5	35	35.721	1
0	6	2.8	3.369801	1
0	6	4	4.559801	1
0	6	5	5.276601	1
0	6	8	8.227799	1
0	6	11	11.207	1
0	6	15	15.1606	1
0	6	20	20.1124	1
0	6	25	25.2378	1
0	6	30	30.2932	1
0	6	35	35.539	1
0	7	2.8	3.376801	1
0	7	4	4.2476	1
0	7	5	5.167401	1
0	7	8	8.069601	1
0	7	11	11.0796	1
0	7	15	15.2544	1
0	7	20	20.2692	1
0	7	25	25.361	1
0	7	30	30.3842	1
0	7	35	35.56701	1
1	0	2.8	3.528	1
1	0	4	4.2098	1
1	0	5	5.072202	1
1	0	8	8.007999	1
1	0	11	10.9298	1
1	0	15	14.8876	1
1	0	20	20.1656	1
1	0	25	25.0754	1
1	0	30	30.2022	1
1	0	35	35.4774	1
1	1	2.8	3.5168	1
1	1	4	4.475801	1
1	1	5	5.131001	1
1	1	8	8.093402	1
1	1	11	11.0936	1
1	1	15	15.1648	1
1	1	20	20.272	1
1	1	25	25.3526	1
1	1	30	30.3968	1
1	1	35	35.4424	1
1	2	2.8	3.3264	1
1	2	4	4.185999	1
1	2	5	5.306001	1
1	2	8	8.379001	1
1	2	11	11.151	1
1	2	15	14.9716	1
1	2	20	20.174	1
1	2	25	25.3442	1
1	2	30	30.2848	1
1	2	35	35.0784	1
1	3	2.8	3.304	1
1	3	4	4.372201	1
1	3	5	5.173001	1
1	3	8	8.143801	1
1	3	11	11.2028	1
1	3	15	15.19	1
1	3	20	20.3434	1
1	3	25	25.4492	1
1	3	30	30.541	1
1	3	35	35.58101	1
1	4	2.8	3.2368	1
1	4	4	4.249	1
1	4	5	5.166001	1
1	4	8	8.149401	1
1	4	11	11.1384	1
1	4	15	15.0584	1
1	4	20	20.2846	1
1	4	25	25.1272	1
1	4	30	30.576	1
1	4	35	35.4228	1
1	5	2.8	3.343201	1
1	5	4	4.450601	1
1	5	5	5.213601	1
1	5	8	8.078	1
1	5	11	11.2966	1
1	5	15	15.1004	1
1	5	20	20.195	1
1	5	25	25.305	1
1	5	30	30.4794	1
1	5	35	35.6762	1
1	6	2.8	3.481801	1
1	6	4	4.341401	1
1	6	5	5.122602	1
1	6	8	8.181601	1
1	6	11	11.0992	1
1	6	15	15.2726	1
1	6	20	20.2034	1
1	6	25	25.228	1
1	6	30	30.38	1
1	6	35	35.57681	1
1	7	2.8	3.4412	1
1	7	4	4.397401	1
1	7	5	5.163201	1
1	7	8	8.143801	1
1	7	11	11.1132	1
1	7	15	15.1592	1
1	7	20	20.3224	1
1	7	25	25.3302	1
1	7	30	30.4472	1
1	7	35	35.52781	1
0	0	2.8	4.072599	1
0	0	4	4.8076	1
0	0	5	5.7484	1
0	0	8	8.4238	1
0	0	11	11.4688	1
0	0	15	15.4476	1
0	0	20	20.5688	1
0	0	25	25.2588	1
0	0	30	30.59	1
0	0	35	35.9142	1
0	1	2.8	3.488801	1
0	1	4	4.2322	1
0	1	5	5.145001	1
0	1	8	8.106002	1
0	1	11	11.0558	1
0	1	15	15.1242	1
0	1	20	20.2132	1
0	1	25	25.158	1
0	1	30	30.2106	1
0	1	35	35.5222	1
0	2	2.8	2.2862	1
0	2	4	3.7884	1
0	2	5	4.8594	1
0	2	8	7.875	1
0	2	11	10.9648	1
0	2	15	14.868	1
0	2	20	19.8254	1
0	2	25	25.1566	1
0	2	30	30.1588	1
0	2	35	35.3024	1
0	3	2.8	3.655401	1
0	3	4	4.453401	1
0	3	5	5.4278	1
0	3	8	8.198401	1
0	3	11	11.3806	1
0	3	15	15.3762	1
0	3	20	20.426	1
0	3	25	25.3736	1
0	3	30	30.5046	1
0	3	35	35.9212	1
0	4	2.8	3.542001	1
0	4	4	4.432401	1
0	4	5	5.567801	1
0	4	8	8.253001	1
0	4	11	11.4268	1
0	4	15	15.3804	1
0	4	20	20.608	1
0	4	25	25.5598	1
0	4	30	30.8686	1
0	4	35	36.0024	1
0	5	2.8	3.7142	1
0	5	4	4.082399	1
0	5	5	5.317201	1
0	5	8	8.4448	1
0	5	11	11.753	1
0	5	15	15.232	1
0	5	20	20.356	1
0	5	25	25.2546	1
0	5	30	30.2932	1
0	5	35	35.6412	1
0	6	2.8	3.514	1
0	6	4	4.501001	1
0	6	5	5.346601	1
0	6	8	8.0948	1
0	6	11	11.1888	1
0	6	15	15.148	1
0	6	20	20.1866	1
0	6	25	25.4828	1
0	6	30	30.2806	1
0	6	35	35.5628	1
0	7	2.8	3.241	1
0	7	4	4.284	1
0	7	5	5.241601	1
0	7	8	7.98	1
0	7	11	11.0138	1
0	7	15	15.0542	1
0	7	20	20.307	1
0	7	25	25.326	1
0	7	30	30.34781	1
0	7	35	35.6062	1
1	0	2.8	3.476201	1
1	0	4	4.2518	1
1	0	5	4.949	1
1	0	8	7.9338	1
1	0	11	11.0558	1
1	0	15	15.1228	1
1	0	20	19.9962	1
1	0	25	25.2028	1
1	0	30	30.2176	1
1	0	35	35.5432	1
1	1	2.8	3.4174	1
1	1	4	4.447801	1
1	1	5	5.238801	1
1	1	8	8.0626	1
1	1	11	11.1524	1
1	1	15	15.1354	1
1	1	20	20.1964	1
1	1	25	25.3372	1
1	1	30	30.2988	1
1	1	35	35.4788	1
1	2	2.8	3.2872	1
1	2	4	4.1202	1
1	2	5	5.245801	1
1	2	8	8.372001	1
1	2	11	10.9928	1
1	2	15	15.0724	1
1	2	20	20.048	1
1	2	25	25.8118	1
1	2	30	30.2386	1
1	2	35	35.36679	1
1	3	2.8	3.3866	1
1	3	4	4.2938	1
1	3	5	5.152001	1
1	3	8	8.246001	1
1	3	11	11.1762	1
1	3	15	15.1116	1
1	3	20	20.335	1
1	3	25	25.4646	1
1	3	30	30.6306	1
1	3	35	35.6734	1
1	4	2.8	3.371201	1
1	4	4	4.397401	1
1	4	5	5.287801	1
1	4	8	8.057001	1
1	4	11	11.1202	1
1	4	15	15.1172	1
1	4	20	20.2482	1
1	4	25	25.452	1
1	4	30	30.2918	1
1	4	35	35.3934	1
1	5	2.8	3.395	1
1	5	4	4.278399	1
1	5	5	5.223401	1
1	5	8	8.195601	1
1	5	11	11.2294	1
1	5	15	15.2404	1
1	5	20	20.2426	1
1	5	25	25.3414	1
1	5	30	30.6474	1
1	5	35	35.6132	1
1	6	2.8	3.4174	1
1	6	4	4.390401	1
1	6	5	5.0288	1
1	6	8	8.059801	1
1	6	11	11.0572	1
1	6	15	14.966	1
1	6	20	20.1894	1
1	6	25	25.2518	1
1	6	30	30.38	1
1	6	35	35.4214	1
1	7	2.8	3.4888	1
1	7	4	4.438001	1
1	7	5	5.152001	1
1	7	8	8.297801	1
1	7	11	11.0838	1
1	7	15	15.127	1
1	7	20	20.3308	1
1	7	25	25.3008	1
1	7	30	30.2512	1
1	7	35	35.4998	1
0	0	2.8	3.997	1
0	0	4	4.7712	1
0	0	5	5.6098	1
0	0	8	8.517602	1
0	0	11	11.3848	1
0	0	15	15.2894	1
0	0	20	20.5478	1
0	0	25	25.5178	1
0	0	30	30.4906	1
0	0	35	35.9926	1
0	1	2.8	3.568601	1
0	1	4	4.2966	1
0	1	5	5.265401	1
0	1	8	8.1214	1
0	1	11	11.011	1
0	1	15	15.064	1
0	1	20	20.1726	1
0	1	25	25.0292	1
0	1	30	30.31	1
0	1	35	35.2282	1
0	2	2.8	2.3212	1
0	2	4	3.8416	1
0	2	5	5.0134	1
0	2	8	7.849799	1
0	2	11	10.9116	1
0	2	15	14.8568	1
0	2	20	19.9206	1
0	2	25	25.0628	1
0	2	30	30.2554	1
0	2	35	35.2128	1
0	3	2.8	3.7184	1
0	3	4	4.531801	1
0	3	5	5.3998	1
0	3	8	8.148	1
0	3	11	11.2644	1
0	3	15	15.1844	1
0	3	20	20.2468	1
0	3	25	25.4268	1
0	3	30	30.6026	1
0	3	35	35.8232	1
0	4	2.8	3.571401	1
0	4	4	4.5976	1
0	4	5	5.4152	1
0	4	8	8.304801	1
0	4	11	11.3876	1
0	4	15	15.4196	1
0	4	20	20.6094	1
0	4	25	25.781	1
0	4	30	30.7972	1
0	4	35	35.9268	1
0	5	2.8	3.8542	1
0	5	4	4.517801	1
0	5	5	5.4922	1
0	5	8	8.485402	1
0	5	11	11.6256	1
0	5	15	15.1774	1
0	5	20	20.2174	1
0	5	25	25.2322	1
0	5	30	30.2442	1
0	5	35	35.4592	1
0	6	2.8	3.4034	1
0	6	4	4.454801	1
0	6	5	5.283601	1
0	6	8	8.2222	1
0	6	11	11.1384	1
0	6	15	15.2544	1
0	6	20	20.0914	1
0	6	25	25.3442	1
0	6	30	30.1994	1
0	6	35	35.3766	1
0	7	2.8	3.4412	1
0	7	4	4.2476	1
0	7	5	4.9602	1
0	7	8	8.113001	1
0	7	11	11.0348	1
0	7	15	15.0458	1
0	7	20	20.3616	1
0	7	25	25.3736	1
0	7	30	30.4444	1
0	7	35	35.7644	1
1	0	2.8	3.599401	1
1	0	4	4.351201	1
1	0	5	5.039999	1
1	0	8	7.9674	1
1	0	11	10.969	1
1	0	15	15.1396	1
1	0	20	20.0746	1
1	0	25	25.0642	1
1	0	30	30.128	1
1	0	35	35.3542	1
1	1	2.8	3.561601	1
1	1	4	4.408601	1
1	1	5	5.290601	1
1	1	8	8.085002	1
1	1	11	11.0642	1
1	1	15	15.162	1
1	1	20	20.307	1
1	1	25	25.3862	1
1	1	30	30.4486	1
1	1	35	35.6328	1
1	2	2.8	3.490201	1
1	2	4	4.2084	1
1	2	5	5.226201	1
1	2	8	8.209599	1
1	2	11	11.2966	1
1	2	15	15.2908	1
1	2	20	20.2706	1
1	2	25	25.2826	1
1	2	30	30.2652	1
1	2	35	35.6664	1
1	3	2.8	3.330601	1
1	3	4	4.436601	1
1	3	5	5.0638	1
1	3	8	8.237599	1
1	3	11	11.193	1
1	3	15	15.1578	1
1	3	20	20.3112	1
1	3	25	25.3022	1
1	3	30	30.541	1
1	3	35	35.4956	1
1	4	2.8	3.376801	1
1	4	4	4.5178	1
1	4	5	5.215001	1
1	4	8	8.156399	1
1	4	11	11.1552	1
1	4	15	14.994	1
1	4	20	20.0662	1
1	4	25	24.9984	1
1	4	30	30.604	1
1	4	35	35.6118	1
1	5	2.8	3.441201	1
1	5	4	4.366601	1
1	5	5	5.217801	1
1	5	8	8.083601	1
1	5	11	11.1762	1
1	5	15	15.2152	1
1	5	20	20.2524	1
1	5	25	25.3568	1
1	5	30	30.6404	1
1	5	35	35.4634	1
1	6	2.8	3.521001	1
1	6	4	4.321801	1
1	6	5	5.091802	1
1	6	8	8.079401	1
1	6	11	11.0922	1
1	6	15	15.0822	1
1	6	20	20.1292	1
1	6	25	25.1538	1
1	6	30	30.3506	1
1	6	35	35.4018	1
1	7	2.8	3.357201	1
1	7	4	4.411401	1
1	7	5	5.236001	1
1	7	8	8.2684	1
1	7	11	11.088	1
1	7	15	15.2796	1
1	7	20	20.4092	1
1	7	25	25.2798	1
1	7	30	30.3282	1
1	7	35	35.469	1
0	0	2.8	4.0138	1
0	0	4	4.6466	1
0	0	5	5.782	1
0	0	8	8.570802	1
0	0	11	11.3302	1
0	0	15	15.2362	1
0	0	20	20.6108	1
0	0	25	25.2616	1
0	0	30	30.6348	1
0	0	35	35.735	1
0	1	2.8	3.642801	1
0	1	4	4.418401	1
0	1	5	5.222001	1
0	1	8	8.2068	1
0	1	11	11.1272	1
0	1	15	15.0458	1
0	1	20	20.3014	1
0	1	25	25.2518	1
0	1	30	30.1406	1
0	1	35	35.3346	1
0	2	2.8	2.464	1
0	2	4	3.962	1
0	2	5	5.125401	1
0	2	8	7.813399	1
0	2	11	10.8654	1
0	2	15	14.756	1
0	2	20	19.8548	1
0	2	25	25.0838	1
0	2	30	30.1504	1
0	2	35	35.3752	1
0	3	2.8	3.6806	1
0	3	4	4.412801	1
0	3	5	5.3662	1
0	3	8	8.2026	1
0	3	11	11.277	1
0	3	15	15.2348	1
0	3	20	20.286	1
0	3	25	25.3624	1
0	3	30	30.6558	1
0	3	35	35.7588	1
0	4	2.8	3.593801	1
0	4	4	4.566801	1
0	4	5	5.4782	1
0	4	8	8.4322	1
0	4	11	11.424	1
0	4	15	15.3524	1
0	4	20	20.468	1
0	4	25	25.7516	1
0	4	30	30.8798	1
0	4	35	35.9184	1
0	5	2.8	3.8626	1
0	5	4	4.5514	1
0	5	5	5.532801	1
0	5	8	8.366401	1
0	5	11	11.6368	1
0	5	15	15.204	1
0	5	20	20.216	1
0	5	25	25.0264	1
0	5	30	30.2792	1
0	5	35	35.5194	1
0	6	2.8	3.474801	1
0	6	4	4.396001	1
0	6	5	5.3578	1
0	6	8	8.121401	1
0	6	11	11.2098	1
0	6	15	15.0906	1
0	6	20	20.2202	1
0	6	25	25.3568	1
0	6	30	30.3338	1
0	6	35	35.37379	1
0	7	2.8	3.0184	1
0	7	4	4.319	1
0	7	5	5.091802	1
0	7	8	8.038799	1
0	7	11	11.0418	1
0	7	15	15.1326	1
0	7	20	20.321	1
0	7	25	25.4688	1
0	7	30	30.6502	1
0	7	35	35.54741	1
1	0	2.8	3.5056	1
1	0	4	4.199999	1
1	0	5	5.037199	1
1	0	8	8.023399	1
1	0	11	11.032	1
1	0	15	15.0136	1
1	0	20	20.013	1
1	0	25	25.1356	1
1	0	30	30.0608	1
1	0	35	35.5418	1
1	1	2.8	3.521001	1
1	1	4	4.438001	1
1	1	5	5.191201	1
1	1	8	8.0934	1
1	1	11	11.2154	1
1	1	15	15.2376	1
1	1	20	20.188	1
1	1	25	25.4464	1
1	1	30	30.38	1
1	1	35	35.6776	1
1	2	2.8	3.3866	1
1	2	4	4.3008	1
1	2	5	5.145001	1
1	2	8	8.339801	1
1	2	11	11.0208	1
1	2	15	15.1312	1
1	2	20	20.132	1
1	2	25	25.4576	1
1	2	30	30.6656	1
1	2	35	35.406	1
1	3	2.8	3.512601	1
1	3	4	4.263	1
1	3	5	5.168801	1
1	3	8	8.1662	1
1	3	11	11.1132	1
1	3	15	15.1452	1
1	3	20	20.195	1
1	3	25	25.5528	1
1	3	30	30.604	1
1	3	35	35.616	1
1	4	2.8	3.3292	1
1	4	4	4.384801	1
1	4	5	5.280801	1
1	4	8	8.002399	1
1	4	11	10.9998	1
1	4	15	15.0556	1
1	4	20	20.3252	1
1	4	25	25.3358	1
1	4	30	30.1098	1
1	4	35	35.7672	1
1	5	2.8	3.344601	1
1	5	4	4.323201	1
1	5	5	5.208001	1
1	5	8	8.176001	1
1	5	11	11.2616	1
1	5	15	15.1354	1
1	5	20	20.2482	1
1	5	25	25.284	1
1	5	30	30.4444	1
