Table	Head	Target	Result	Convers
1	2	25	25.3386	1
1	2	30	30.4318	1
1	2	35	35.588	1
1	3	2.8	3.320801	1
1	3	4	4.6438	1
1	3	5	5.320001	1
1	3	8	8.2278	1
1	3	11	11.2854	1
1	3	15	15.1662	1
1	3	20	20.342	1
1	3	25	25.571	1
1	3	30	30.7468	1
1	3	35	35.693	1
1	4	2.8	3.367	1
1	4	4	4.143999	1
1	4	5	5.248601	1
1	4	8	7.993999	1
1	4	11	11.2406	1
1	4	15	15.2418	1
1	4	20	20.2342	1
1	4	25	25.3904	1
1	4	30	30.7874	1
1	4	35	35.5796	1
1	5	2.8	3.4258	1
1	5	4	4.356801	1
1	5	5	5.202401	1
1	5	8	8.283801	1
1	5	11	11.1804	1
1	5	15	15.0276	1
1	5	20	20.419	1
1	5	25	25.3638	1
1	5	30	30.6642	1
1	5	35	35.6468	1
1	6	2.8	3.348801	1
1	6	4	4.102	1
1	6	5	4.962999	1
1	6	8	7.8652	1
1	6	11	10.9942	1
1	6	15	15.0402	1
1	6	20	20.2454	1
1	6	25	25.3302	1
1	6	30	30.2848	1
1	6	35	35.53201	1
1	7	2.8	3.4132	1
1	7	4	4.166399	1
1	7	5	5.091802	1
1	7	8	8.129801	1
1	7	11	11.0964	1
1	7	15	14.9856	1
1	7	20	20.2678	1
1	7	25	25.1146	1
1	7	30	30.2372	1
1	7	35	35.3458	1
0	0	2.8	4.333001	1
0	0	4	4.9098	1
0	0	5	5.4726	1
0	0	8	8.510601	1
0	0	11	11.536	1
0	0	15	15.5652	1
0	0	20	20.7354	1
0	0	25	25.4912	1
0	0	30	30.863	1
0	0	35	36.008	1
0	1	2.8	3.467801	1
0	1	4	4.481401	1
0	1	5	5.208001	1
0	1	8	8.042999	1
0	1	11	10.8892	1
0	1	15	14.84	1
0	1	20	19.9836	1
0	1	25	25.1608	1
0	1	30	30.0552	1
0	1	35	35.0518	1
0	2	2.8	2.759401	1
0	2	4	3.773	1
0	2	5	4.872	1
0	2	8	8.157802	1
0	2	11	11.0082	1
0	2	15	15.0136	1
0	2	20	20.055	1
0	2	25	25.2966	1
0	2	30	30.5578	1
0	2	35	35.2786	1
0	3	2.8	3.572801	1
0	3	4	4.334401	1
0	3	5	5.276601	1
0	3	8	8.239	1
0	3	11	11.2476	1
0	3	15	15.1284	1
0	3	20	20.2846	1
0	3	25	25.4492	1
0	3	30	30.6124	1
0	3	35	35.686	1
0	4	2.8	3.7156	1
0	4	4	4.649401	1
0	4	5	5.4698	1
0	4	8	8.380401	1
0	4	11	11.403	1
0	4	15	15.4882	1
0	4	20	20.7116	1
0	4	25	25.8412	1
0	4	30	30.8826	1
0	4	35	36.008	1
0	5	2.8	3.8584	1
0	5	4	4.5962	1
0	5	5	5.565001	1
0	5	8	8.4252	1
0	5	11	11.5374	1
0	5	15	15.1494	1
0	5	20	20.321	1
0	5	25	25.3456	1
0	5	30	30.22461	1
0	5	35	35.55581	1
0	6	2.8	3.700201	1
0	6	4	4.461801	1
0	6	5	5.4054	1
0	6	8	8.1844	1
0	6	11	11.1846	1
0	6	15	15.2894	1
0	6	20	20.3196	1
0	6	25	25.2112	1
0	6	30	30.268	1
0	6	35	35.7448	1
0	7	2.8	3.43	1
0	7	4	4.5598	1
0	7	5	5.244401	1
0	7	8	8.215201	1
0	7	11	11.2546	1
0	7	15	15.2474	1
0	7	20	20.4302	1
0	7	25	25.5864	1
0	7	30	30.7118	1
0	7	35	35.7994	1
1	0	2.8	3.5042	1
1	0	4	4.2196	1
1	0	5	5.058201	1
1	0	8	8.0402	1
1	0	11	10.969	1
1	0	15	15.0444	1
1	0	20	20.0326	1
1	0	25	25.1496	1
1	0	30	30.1952	1
1	0	35	35.7364	1
1	1	2.8	3.540601	1
1	1	4	4.4982	1
1	1	5	5.299001	1
1	1	8	8.1438	1
1	1	11	11.1146	1
1	1	15	15.1914	1
1	1	20	20.2902	1
1	1	25	25.3722	1
1	1	30	30.5214	1
1	1	35	35.6678	1
1	2	2.8	3.262	1
1	2	4	4.2266	1
1	2	5	5.230401	1
1	2	8	8.191401	1
1	2	11	11.0124	1
1	2	15	15.0696	1
1	2	20	20.2664	1
1	2	25	25.3848	1
1	2	30	30.2022	1
1	2	35	35.6104	1
1	3	2.8	3.3376	1
1	3	4	4.4842	1
1	3	5	5.352201	1
1	3	8	8.192801	1
1	3	11	11.2406	1
1	3	15	15.0612	1
1	3	20	20.2986	1
1	3	25	25.3932	1
1	3	30	30.751	1
1	3	35	35.6706	1
1	4	2.8	3.158399	1
1	4	4	4.1244	1
1	4	5	5.346601	1
1	4	8	8.185801	1
1	4	11	11.3288	1
1	4	15	15.1186	1
1	4	20	20.2972	1
1	4	25	25.4646	1
1	4	30	30.3688	1
1	4	35	35.7462	1
1	5	2.8	3.4104	1
1	5	4	4.439401	1
1	5	5	5.3018	1
1	5	8	8.2054	1
1	5	11	11.284	1
1	5	15	15.1718	1
1	5	20	20.3406	1
1	5	25	25.4324	1
1	5	30	30.723	1
1	5	35	35.6762	1
1	6	2.8	3.3488	1
1	6	4	4.167799	1
1	6	5	4.9672	1
1	6	8	7.9282	1
1	6	11	10.9872	1
1	6	15	14.9646	1
1	6	20	20.2972	1
1	6	25	25.2224	1
1	6	30	30.3198	1
1	6	35	35.406	1
1	7	2.8	3.530801	1
1	7	4	4.1314	1
1	7	5	5.317201	1
1	7	8	8.0598	1
1	7	11	11.0236	1
1	7	15	15.0346	1
1	7	20	20.1978	1
1	7	25	25.1874	1
1	7	30	30.1798	1
1	7	35	35.5068	1
0	0	2.8	4.488401	1
0	0	4	4.932199	1
0	0	5	5.4432	1
0	0	8	8.300601	1
0	0	11	11.2224	1
0	0	15	15.4042	1
0	0	20	20.4624	1
0	0	25	25.1202	1
0	0	30	30.4948	1
0	0	35	35.8904	1
0	1	2.8	3.3404	1
0	1	4	4.2434	1
0	1	5	5.243001	1
0	1	8	7.834399	1
0	1	11	11.0418	1
0	1	15	15.015	1
0	1	20	19.9178	1
0	1	25	25.039	1
0	1	30	30.0958	1
0	1	35	35.2464	1
0	2	2.8	2.829401	1
0	2	4	3.9312	1
0	2	5	4.695601	1
0	2	8	7.9422	1
0	2	11	10.8052	1
0	2	15	15.1074	1
0	2	20	20.0592	1
0	2	25	25.235	1
0	2	30	30.198	1
0	2	35	35.483	1
0	3	2.8	3.7114	1
0	3	4	4.349801	1
0	3	5	5.192601	1
0	3	8	8.103202	1
0	3	11	11.3148	1
0	3	15	15.2698	1
0	3	20	20.3056	1
0	3	25	25.375	1
0	3	30	30.6166	1
0	3	35	35.805	1
0	4	2.8	3.7044	1
0	4	4	4.6242	1
0	4	5	5.528601	1
0	4	8	8.409801	1
0	4	11	11.4926	1
0	4	15	15.3342	1
0	4	20	20.6388	1
0	4	25	25.774	1
0	4	30	30.9372	1
0	4	35	35.833	1
0	5	2.8	3.8038	1
0	5	4	4.428201	1
0	5	5	5.4194	1
0	5	8	8.320201	1
0	5	11	11.536	1
0	5	15	15.127	1
0	5	20	20.2034	1
0	5	25	25.2966	1
0	5	30	30.3324	1
0	5	35	35.4998	1
0	6	2.8	3.696	1
0	6	4	4.408601	1
0	6	5	5.353601	1
0	6	8	8.103202	1
0	6	11	11.1748	1
0	6	15	15.1858	1
0	6	20	20.3882	1
0	6	25	25.2756	1
0	6	30	30.3002	1
0	6	35	35.6888	1
0	7	2.8	3.3012	1
0	7	4	4.578001	1
0	7	5	5.230401	1
0	7	8	8.152201	1
0	7	11	11.1804	1
0	7	15	15.26	1
0	7	20	20.3686	1
0	7	25	25.4352	1
0	7	30	30.5046	1
0	7	35	35.7532	1
1	0	2.8	3.528	1
1	0	4	4.275599	1
1	0	5	5.0162	1
1	0	8	8.0864	1
1	0	11	10.962	1
1	0	15	15.1228	1
1	0	20	20.1656	1
1	0	25	25.27	1
1	0	30	30.2778	1
1	0	35	35.1246	1
1	1	2.8	3.4678	1
1	1	4	4.384801	1
1	1	5	5.331201	1
1	1	8	8.057001	1
1	1	11	11.186	1
1	1	15	15.12	1
1	1	20	20.2272	1
1	1	25	25.3442	1
1	1	30	30.485	1
1	1	35	35.50401	1
1	2	2.8	3.323601	1
1	2	4	4.2378	1
1	2	5	5.0554	1
1	2	8	8.111601	1
1	2	11	11.018	1
1	2	15	15.036	1
1	2	20	20.1222	1
1	2	25	25.263	1
1	2	30	29.9642	1
1	2	35	35.6594	1
1	3	2.8	3.0968	1
1	3	4	4.456201	1
1	3	5	5.4418	1
1	3	8	8.103201	1
1	3	11	11.3078	1
1	3	15	15.085	1
1	3	20	20.342	1
1	3	25	25.4044	1
1	3	30	30.3758	1
1	3	35	35.651	1
1	4	2.8	3.3138	1
1	4	4	4.369401	1
1	4	5	5.335401	1
1	4	8	8.146601	1
1	4	11	11.1622	1
1	4	15	15.1886	1
1	4	20	20.5058	1
1	4	25	25.123	1
1	4	30	30.457	1
1	4	35	35.735	1
1	5	2.8	3.2802	1
1	5	4	4.359601	1
1	5	5	5.325601	1
1	5	8	8.288001	1
1	5	11	11.1006	1
1	5	15	15.2012	1
1	5	20	20.2342	1
1	5	25	25.3442	1
1	5	30	30.6054	1
1	5	35	35.658	1
1	6	2.8	3.323601	1
1	6	4	4.2196	1
1	6	5	4.9826	1
1	6	8	8.024799	1
1	6	11	11.0628	1
1	6	15	15.05	1
1	6	20	20.0284	1
1	6	25	25.1188	1
1	6	30	30.2372	1
1	6	35	35.4956	1
1	7	2.8	3.523801	1
1	7	4	4.160799	1
1	7	5	5.124002	1
1	7	8	8.2236	1
1	7	11	11.116	1
1	7	15	15.0724	1
1	7	20	20.1852	1
1	7	25	25.0796	1
1	7	30	30.2708	1
1	7	35	35.497	1
0	0	2.8	4.2602	1
0	0	4	4.934999	1
0	0	5	5.667201	1
0	0	8	8.531602	1
0	0	11	11.5304	1
0	0	15	15.7122	1
0	0	20	20.5912	1
0	0	25	25.3848	1
0	0	30	30.5074	1
0	0	35	35.7966	1
0	1	2.8	3.3082	1
0	1	4	4.359601	1
0	1	5	5.114202	1
0	1	8	7.9072	1
0	1	11	11.0488	1
0	1	15	14.9142	1
0	1	20	19.9024	1
0	1	25	25.1202	1
0	1	30	30.1938	1
0	1	35	34.6178	1
0	2	2.8	2.4276	1
0	2	4	3.7226	1
0	2	5	4.9014	1
0	2	8	7.8974	1
0	2	11	10.8374	1
0	2	15	15.0122	1
0	2	20	20.0326	1
0	2	25	25.1678	1
0	2	30	30.4248	1
0	2	35	35.3206	1
0	3	2.8	3.7548	1
0	3	4	4.414201	1
0	3	5	5.280801	1
0	3	8	8.19	1
0	3	11	11.2966	1
0	3	15	15.2684	1
0	3	20	20.3462	1
0	3	25	25.4814	1
0	3	30	30.59	1
0	3	35	35.8568	1
0	4	2.8	3.574201	1
0	4	4	4.575201	1
0	4	5	5.5566	1
0	4	8	8.351001	1
0	4	11	11.4142	1
0	4	15	15.4966	1
0	4	20	20.6556	1
0	4	25	25.7194	1
0	4	30	30.8406	1
0	4	35	35.9688	1
0	5	2.8	3.7758	1
0	5	4	4.509401	1
0	5	5	5.3816	1
0	5	8	8.395801	1
0	5	11	11.3946	1
0	5	15	15.0612	1
0	5	20	19.9724	1
0	5	25	25.032	1
0	5	30	30.1126	1
0	5	35	35.4046	1
0	6	2.8	3.581201	1
0	6	4	4.482801	1
0	6	5	5.3802	1
0	6	8	8.2544	1
0	6	11	11.3778	1
0	6	15	15.1382	1
0	6	20	20.342	1
0	6	25	25.284	1
0	6	30	30.1994	1
0	6	35	35.672	1
0	7	2.8	3.269	1
0	7	4	4.572401	1
0	7	5	5.362	1
0	7	8	8.1508	1
0	7	11	11.2308	1
0	7	15	15.1746	1
0	7	20	20.356	1
0	7	25	25.5556	1
0	7	30	30.4934	1
0	7	35	35.6748	1
1	0	2.8	3.462201	1
1	0	4	4.2084	1
1	0	5	5.083402	1
1	0	8	8.045799	1
1	0	11	11.1174	1
1	0	15	15.0038	1
1	0	20	20.1502	1
1	0	25	25.221	1
1	0	30	30.2652	1
1	0	35	35.553	1
1	1	2.8	3.4608	1
1	1	4	4.433801	1
1	1	5	5.258401	1
1	1	8	8.150801	1
1	1	11	11.1244	1
1	1	15	15.183	1
1	1	20	20.2258	1
1	1	25	25.4618	1
1	1	30	30.4542	1
1	1	35	35.3724	1
1	2	2.8	3.0842	1
1	2	4	4.072599	1
1	2	5	5.341001	1
1	2	8	8.2446	1
1	2	11	10.9116	1
1	2	15	15.0738	1
1	2	20	20.1684	1
1	2	25	25.1384	1
1	2	30	30.1728	1
1	2	35	35.3864	1
1	3	2.8	3.2102	1
1	3	4	4.345601	1
1	3	5	5.3802	1
1	3	8	8.2334	1
1	3	11	11.1398	1
1	3	15	15.162	1
1	3	20	20.3574	1
1	3	25	25.2252	1
1	3	30	30.4948	1
1	3	35	35.476	1
1	4	2.8	3.2214	1
1	4	4	4.1524	1
1	4	5	5.2836	1
1	4	8	8.215199	1
1	4	11	11.1468	1
1	4	15	15.1802	1
1	4	20	20.4204	1
1	4	25	25.2042	1
1	4	30	30.513	1
1	4	35	35.5838	1
1	5	2.8	3.294199	1
1	5	4	4.338601	1
1	5	5	5.241601	1
1	5	8	8.274	1
1	5	11	11.1104	1
1	5	15	15.162	1
1	5	20	20.2874	1
1	5	25	25.4618	1
1	5	30	30.7636	1
1	5	35	35.4914	1
1	6	2.8	3.3908	1
1	6	4	4.2476	1
1	6	5	5.164601	1
1	6	8	8.075201	1
1	6	11	10.927	1
1	6	15	15.0528	1
1	6	20	20.1026	1
1	6	25	25.0992	1
1	6	30	30.2386	1
1	6	35	35.364	1
1	7	2.8	3.3642	1
1	7	4	4.1384	1
1	7	5	5.159001	1
1	7	8	8.0822	1
1	7	11	10.9648	1
1	7	15	14.9926	1
1	7	20	20.1936	1
1	7	25	25.2406	1
1	7	30	30.3618	1
1	7	35	35.2198	1
0	0	2.8	4.403001	1
0	0	4	4.937799	1
0	0	5	5.7008	1
0	0	8	8.647801	1
0	0	11	11.564	1
0	0	15	15.4266	1
0	0	20	20.8838	1
0	0	25	25.7348	1
0	0	30	30.6936	1
0	0	35	35.9758	1
0	1	2.8	2.3646	1
0	1	4	4.249	1
0	1	5	5.272401	1
0	1	8	8.016399	1
0	1	11	10.5742	1
0	1	15	15.0724	1
0	1	20	20.0718	1
0	1	25	25.2182	1
0	1	30	30.114	1
0	1	35	35.4788	1
0	2	2.8	2.4976	1
0	2	4	4.0026	1
0	2	5	4.8608	1
0	2	8	7.959	1
0	2	11	11.011	1
0	2	15	15.0738	1
0	2	20	20.0732	1
0	2	25	25.1524	1
0	2	30	30.4444	1
0	2	35	35.6118	1
0	3	2.8	3.613401	1
0	3	4	4.359601	1
0	3	5	5.168801	1
0	3	8	8.2068	1
0	3	11	11.2784	1
0	3	15	15.1984	1
0	3	20	20.349	1
0	3	25	25.3834	1
0	3	30	30.576	1
0	3	35	35.707	1
0	4	2.8	3.651201	1
0	4	4	4.678801	1
0	4	5	5.524401	1
0	4	8	8.387401	1
0	4	11	11.3008	1
0	4	15	15.3468	1
0	4	20	20.601	1
0	4	25	25.746	1
0	4	30	30.877	1
0	4	35	35.819	1
0	5	2.8	3.8122	1
0	5	4	4.4898	1
0	5	5	5.4908	1
0	5	8	8.463	1
0	5	11	11.5612	1
0	5	15	15.0934	1
0	5	20	20.1474	1
0	5	25	25.1874	1
0	5	30	30.0762	1
0	5	35	35.224	1
0	6	2.8	3.609201	1
0	6	4	4.478601	1
0	6	5	5.4278	1
0	6	8	8.271201	1
0	6	11	11.3204	1
0	6	15	15.2432	1
0	6	20	20.3742	1
0	6	25	25.249	1
0	6	30	30.33241	1
0	6	35	35.6132	1
0	7	2.8	3.4006	1
0	7	4	4.519201	1
0	7	5	5.331201	1
0	7	8	8.250199	1
0	7	11	11.2602	1
0	7	15	15.2096	1
0	7	20	20.4792	1
0	7	25	25.4758	1
0	7	30	30.4486	1
0	7	35	35.6902	1
1	0	2.8	3.537801	1
1	0	4	4.3064	1
1	0	5	5.054	1
1	0	8	8.143801	1
1	0	11	10.9298	1
1	0	15	15.1102	1
1	0	20	20.1096	1
1	0	25	25.2504	1
1	0	30	30.2736	1
1	0	35	35.6258	1
1	1	2.8	3.451001	1
1	1	4	4.418401	1
1	1	5	5.306001	1
1	1	8	8.143801	1
1	1	11	11.207	1
1	1	15	15.246	1
1	1	20	20.2398	1
1	1	25	25.3484	1
1	1	30	30.4024	1
1	1	35	35.4102	1
1	2	2.8	3.213	1
1	2	4	4.281199	1
1	2	5	5.336801	1
1	2	8	8.118601	1
1	2	11	11.1538	1
1	2	15	15.1928	1
1	2	20	20.0228	1
1	2	25	25.1916	1
1	2	30	30.3044	1
1	2	35	35.665	1
1	3	2.8	3.0464	1
1	3	4	4.5374	1
1	3	5	5.350801	1
1	3	8	8.290801	1
1	3	11	11.1734	1
1	3	15	15.1172	1
1	3	20	20.2258	1
1	3	25	25.3162	1
1	3	30	30.485	1
1	3	35	35.7112	1
1	4	2.8	3.3082	1
1	4	4	4.2588	1
1	4	5	5.332601	1
1	4	8	8.2166	1
1	4	11	11.13	1
1	4	15	15.3804	1
1	4	20	20.2258	1
1	4	25	25.403	1
1	4	30	30.3884	1
1	4	35	35.59781	1
1	5	2.8	3.3992	1
1	5	4	4.2364	1
1	5	5	5.369	1
1	5	8	8.087801	1
1	5	11	11.2322	1
1	5	15	15.2866	1
1	5	20	20.1936	1
1	5	25	25.4856	1
1	5	30	30.5942	1
1	5	35	35.4956	1
1	6	2.8	3.347401	1
1	6	4	4.193	1
1	6	5	5.135201	1
1	6	8	8.087801	1
1	6	11	11.095	1
1	6	15	15.0276	1
1	6	20	20.2174	1
1	6	25	25.1244	1
1	6	30	30.247	1
1	6	35	35.4858	1
1	7	2.8	3.4734	1
1	7	4	4.2224	1
1	7	5	5.159001	1
1	7	8	8.087801	1
1	7	11	11.1342	1
1	7	15	15.0304	1
1	7	20	20.1838	1
1	7	25	25.186	1
1	7	30	30.2666	1
1	7	35	35.3178	1
0	0	2.8	4.397401	1
0	0	4	5.0274	1
0	0	5	5.633601	1
0	0	8	8.379001	1
0	0	11	11.0152	1
0	0	15	15.3832	1
0	0	20	20.3336	1
0	0	25	25.151	1
0	0	30	30.653	1
0	0	35	35.8722	1
0	1	2.8	3.212999	1
0	1	4	4.206999	1
0	1	5	5.273801	1
0	1	8	7.9436	1
0	1	11	10.9088	1
0	1	15	15.092	1
0	1	20	19.8184	1
0	1	25	24.9256	1
0	1	30	29.9488	1
0	1	35	35.2716	1
0	2	2.8	2.4962	1
0	2	4	3.9172	1
0	2	5	4.958799	1
0	2	8	8.139602	1
0	2	11	10.8878	1
0	2	15	14.8498	1
0	2	20	19.761	1
0	2	25	25.0362	1
0	2	30	30.352	1
0	2	35	35.5712	1
0	3	2.8	3.612001	1
0	3	4	4.396001	1
0	3	5	5.278001	1
0	3	8	8.225	1
0	3	11	11.3064	1
0	3	15	15.064	1
0	3	20	20.454	1
0	3	25	25.4422	1
0	3	30	30.457	1
0	3	35	35.8036	1
0	4	2.8	3.6974	1
0	4	4	4.6844	1
0	4	5	5.46	1
0	4	8	8.295001	1
0	4	11	11.3652	1
0	4	15	15.5414	1
0	4	20	20.447	1
0	4	25	25.7964	1
0	4	30	30.8994	1
0	4	35	35.9394	1
0	5	2.8	3.7744	1
0	5	4	4.419801	1
0	5	5	5.320001	1
0	5	8	8.281001	1
0	5	11	11.6242	1
0	5	15	15.0724	1
0	5	20	20.1754	1
0	5	25	25.1846	1
0	5	30	30.191	1
0	5	35	35.4018	1
0	6	2.8	3.539201	1
0	6	4	4.519201	1
0	6	5	5.3998	1
0	6	8	8.348201	1
0	6	11	11.235	1
0	6	15	15.2726	1
0	6	20	20.2328	1
0	6	25	25.4842	1
0	6	30	30.2456	1
0	6	35	35.53061	1
0	7	2.8	3.535001	1
0	7	4	4.6662	1
0	7	5	5.376	1
0	7	8	8.219401	1
0	7	11	11.2112	1
0	7	15	15.3286	1
0	7	20	20.6108	1
0	7	25	25.634	1
0	7	30	30.7622	1
0	7	35	35.6846	1
1	0	2.8	3.4258	1
1	0	4	4.274199	1
1	0	5	4.9896	1
1	0	8	8.023399	1
1	0	11	10.8514	1
1	0	15	15.0206	1
1	0	20	20.0172	1
1	0	25	25.088	1
1	0	30	30.2246	1
1	0	35	35.4214	1
1	1	2.8	3.4174	1
1	1	4	4.438001	1
1	1	5	5.268201	1
1	1	8	8.121401	1
1	1	11	11.1286	1
1	1	15	15.155	1
1	1	20	20.2706	1
1	1	25	25.3596	1
1	1	30	30.4836	1
1	1	35	35.4956	1
1	2	2.8	3.304	1
1	2	4	4.2112	1
1	2	5	5.383	1
1	2	8	8.330001	1
1	2	11	11.0922	1
1	2	15	15.5218	1
1	2	20	20.1824	1
1	2	25	25.3148	1
1	2	30	30.18541	1
1	2	35	35.5334	1
1	3	2.8	3.3362	1
1	3	4	4.5976	1
1	3	5	5.4012	1
1	3	8	8.050001	1
1	3	11	11.1496	1
1	3	15	15.1872	1
1	3	20	20.2944	1
1	3	25	25.3064	1
1	3	30	30.32121	1
1	3	35	35.5026	1
1	4	2.8	3.3292	1
1	4	4	4.27	1
1	4	5	5.167401	1
1	4	8	8.128401	1
1	4	11	11.158	1
1	4	15	15.4056	1
1	4	20	20.2538	1
1	4	25	25.2196	1
1	4	30	30.4276	1
1	4	35	35.49	1
1	5	2.8	3.4188	1
1	5	4	4.471601	1
1	5	5	5.258401	1
1	5	8	8.162	1
1	5	11	11.2084	1
1	5	15	15.169	1
1	5	20	20.3448	1
1	5	25	25.4534	1
1	5	30	30.5284	1
1	5	35	35.7112	1
1	6	2.8	3.340401	1
1	6	4	4.109	1
1	6	5	5.0092	1
1	6	8	7.9646	1
1	6	11	10.9536	1
1	6	15	15.0766	1
1	6	20	20.0242	1
1	6	25	25.27	1
1	6	30	30.24141	1
1	6	35	35.441	1
1	7	2.8	3.481801	1
1	7	4	4.293799	1
1	7	5	5.100202	1
1	7	8	7.987	1
1	7	11	11.0964	1
1	7	15	15.0822	1
1	7	20	20.146	1
1	7	25	25.2966	1
1	7	30	30.3324	1
1	7	35	35.4354	1
0	0	2.8	4.144	1
0	0	4	4.7768	1
0	0	5	5.510401	1
0	0	8	8.240401	1
0	0	11	11.2742	1
0	0	15	15.3706	1
0	0	20	20.4162	1
0	0	25	25.0838	1
0	0	30	30.52	1
0	0	35	35.882	1
0	1	2.8	3.4524	1
0	1	4	4.2644	1
0	1	5	5.091801	1
0	1	8	8.068202	1
0	1	11	10.9802	1
0	1	15	15.0416	1
0	1	20	20.1068	1
0	1	25	25.0488	1
0	1	30	30.0944	1
0	1	35	35.3794	1
0	2	2.8	2.422	1
0	2	4	3.9788	1
0	2	5	4.8762	1
0	2	8	8.028999	1
0	2	11	11.0922	1
0	2	15	14.9058	1
0	2	20	20.0858	1
0	2	25	25.3596	1
0	2	30	30.2386	1
0	2	35	35.53761	1
0	3	2.8	3.683401	1
0	3	4	4.464601	1
0	3	5	5.154801	1
0	3	8	8.1298	1
0	3	11	11.277	1
0	3	15	15.1928	1
0	3	20	20.3812	1
0	3	25	25.4142	1
0	3	30	30.6362	1
0	3	35	35.749	1
0	4	2.8	3.651201	1
0	4	4	4.573801	1
0	4	5	5.46	1
0	4	8	8.269801	1
0	4	11	11.3848	1
0	4	15	15.4098	1
0	4	20	20.5618	1
0	4	25	25.7012	1
0	4	30	30.9708	1
0	4	35	35.8372	1
0	5	2.8	3.7506	1
0	5	4	4.516401	1
0	5	5	5.4572	1
0	5	8	8.380401	1
0	5	11	11.592	1
0	5	15	15.008	1
0	5	20	20.2524	1
0	5	25	25.0726	1
0	5	30	30.0846	1
0	5	35	35.43399	1
0	6	2.8	3.5378	1
0	6	4	4.439401	1
0	6	5	5.325601	1
0	6	8	8.391601	1
0	6	11	11.1454	1
0	6	15	15.2572	1
0	6	20	20.4554	1
0	6	25	25.5752	1
0	6	30	30.3968	1
0	6	35	35.4606	1
0	7	2.8	3.2564	1
0	7	4	4.460401	1
0	7	5	5.411	1
0	7	8	8.255799	1
0	7	11	11.3134	1
0	7	15	15.4238	1
0	7	20	20.4232	1
0	7	25	25.7334	1
0	7	30	30.604	1
0	7	35	35.8778	1
1	0	2.8	3.4384	1
1	0	4	4.276999	1
1	0	5	5.063801	1
1	0	8	8.076601	1
1	0	11	10.934	1
1	0	15	15.0738	1
1	0	20	20.097	1
1	0	25	25.144	1
1	0	30	30.1448	1
1	0	35	35.6244	1
1	1	2.8	3.491601	1
1	1	4	4.449201	1
1	1	5	5.278001	1
1	1	8	8.124201	1
1	1	11	11.158	1
1	1	15	15.1662	1
1	1	20	20.2076	1
1	1	25	25.34	1
1	1	30	30.4122	1
1	1	35	35.5068	1
1	2	2.8	3.2326	1
1	2	4	4.1986	1
1	2	5	5.167401	1
1	2	8	8.230599	1
1	2	11	11.102	1
1	2	15	15.1676	1
1	2	20	20.314	1
1	2	25	25.4352	1
1	2	30	30.534	1
1	2	35	35.41019	1
1	3	2.8	3.276	1
1	3	4	4.354001	1
1	3	5	5.3928	1
1	3	8	8.2054	1
1	3	11	11.1804	1
1	3	15	15.0584	1
1	3	20	20.4358	1
1	3	25	25.3078	1
1	3	30	29.659	1
1	3	35	35.6342	1
1	4	2.8	3.0534	1
1	4	4	4.390401	1
1	4	5	5.245801	1
1	4	8	8.155001	1
1	4	11	11.256	1
1	4	15	15.2082	1
1	4	20	20.51	1
1	4	25	25.1832	1
1	4	30	30.723	1
1	4	35	35.4144	1
1	5	2.8	3.332	1
1	5	4	4.2532	1
1	5	5	5.268201	1
1	5	8	8.050001	1
1	5	11	11.382	1
1	5	15	15.2222	1
1	5	20	20.2454	1
1	5	25	25.4058	1
1	5	30	30.6852	1
1	5	35	35.6566	1
1	6	2.8	3.378201	1
1	6	4	4.0964	1
1	6	5	5.065202	1
1	6	8	8.0864	1
1	6	11	10.9844	1
1	6	15	15.0542	1
1	6	20	20.0116	1
1	6	25	25.207	1
1	6	30	30.261	1
1	6	35	35.3738	1
1	7	2.8	3.4524	1
1	7	4	4.2196	1
1	7	5	5.136601	1
1	7	8	8.241799	1
1	7	11	11.1384	1
1	7	15	15.1242	1
1	7	20	20.2244	1
1	7	25	25.319	1
1	7	30	30.4234	1
1	7	35	35.4578	1
0	0	2.8	4.454801	1
0	0	4	5.098802	1
0	0	5	5.7568	1
0	0	8	8.555402	1
0	0	11	11.5444	1
0	0	15	15.442	1
0	0	20	20.7592	1
0	0	25	25.6214	1
0	0	30	30.7972	1
0	0	35	35.7392	1
0	1	2.8	3.4384	1
0	1	4	4.185999	1
0	1	5	5.294801	1
0	1	8	8.038799	1
0	1	11	10.976	1
0	1	15	14.8106	1
0	1	20	19.8912	1
0	1	25	25.228	1
0	1	30	30.2946	1
0	1	35	35.3108	1
0	2	2.8	2.4178	1
0	2	4	3.9452	1
0	2	5	4.8496	1
0	2	8	7.9226	1
0	2	11	11.032	1
0	2	15	15.1606	1
0	2	20	20.0102	1
0	2	25	25.0614	1
0	2	30	30.4346	1
0	2	35	35.54881	1
0	3	2.8	3.605001	1
0	3	4	4.375001	1
0	3	5	5.159001	1
0	3	8	8.2446	1
0	3	11	11.1776	1
0	3	15	15.2334	1
0	3	20	20.3714	1
0	3	25	25.4618	1
0	3	30	30.6558	1
0	3	35	35.8484	1
0	4	2.8	3.551801	1
0	4	4	4.5948	1
0	4	5	5.3844	1
0	4	8	8.411201	1
0	4	11	11.5038	1
0	4	15	15.414	1
0	4	20	20.5016	1
0	4	25	25.7222	1
0	4	30	30.842	1
0	4	35	35.9562	1
0	5	2.8	3.7366	1
0	5	4	4.459001	1
0	5	5	5.3858	1
0	5	8	8.4644	1
0	5	11	11.5878	1
0	5	15	14.9436	1
0	5	20	20.251	1
0	5	25	25.277	1
0	5	30	30.261	1
